Run,DataSet,Nodes,Topol,rows,cols,normMeth,wghtMeth,niter,alphaCrs,alphaFin,Clusters,ColRowRat,Dist_mn,QE,npF,pVal_npF,blank
63,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,6,1.2,0.120737277725912,0.120737,23.14822,0.01,0
64,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,6,1.3,0.100764765090883,0.100765,23.856059,0.01,0
65,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,3,3.3,0.154921805592296,0.154922,6.727787,0.01,0
66,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,3,3.7,0.151988552088214,0.151989,13.886947,0.01,0
67,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,3,4,0.147304598492645,0.147305,22.61093,0.01,0
68,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,3,1.8,0.20688361228996,0.206884,16.996774,0.01,0
69,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,3,2,0.155518583643118,0.155519,12.461299,0.01,0
70,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,3,2.3,0.125111058550664,0.125111,25.538855,0.01,0
71,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,3,2.5,0.112330002500879,0.11233,13.486951,0.01,0
72,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,3,1.2,0.14925798627338,0.149258,7.221826,0.01,0
73,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,3,1.4,0.140060038204542,0.14006,13.486951,0.01,0
74,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,3,1.6,0.140681650194348,0.140682,12.320753,0.01,0
75,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,3,1.8,0.116483562618442,0.116484,25.45333,0.01,0
