myRun,myDataSet,nodes,myTopo,rows,cols,normMeth,wghtMeth,niter,crsAlpha,finAlpha,nClusters,colRowRatio
83,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,4,4.0
84,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,4,1.8
85,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,4,2.0
86,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,4,2.3
87,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,4,2.5
88,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,4,1.2
89,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,4,1.4
90,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,4,1.6
91,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,4,1.8
93,hford,30,hexagonal,6,5,L2norm,noPCA,1500,0.05,0.01,4,0.8
94,hford,36,hexagonal,6,6,L2norm,noPCA,1500,0.05,0.01,4,1.0
95,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,4,1.2
96,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,4,1.3
97,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,5,3.3
98,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,5,3.7
99,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,5,4.0
100,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,5,1.8
101,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,5,2.0
102,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,5,2.3
103,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,5,2.5
104,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,5,1.2
105,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,5,1.4
106,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,5,1.6
107,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,5,1.8
109,hford,30,hexagonal,6,5,L2norm,noPCA,1500,0.05,0.01,5,0.8
110,hford,36,hexagonal,6,6,L2norm,noPCA,1500,0.05,0.01,5,1.0
111,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,5,1.2
112,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,5,1.3
113,hford,30,hexagonal,3,10,L2norm,noPCA,1500,0.05,0.01,6,3.3
114,hford,33,hexagonal,3,11,L2norm,noPCA,1500,0.05,0.01,6,3.7
115,hford,36,hexagonal,3,12,L2norm,noPCA,1500,0.05,0.01,6,4.0
116,hford,28,hexagonal,4,7,L2norm,noPCA,1500,0.05,0.01,6,1.8
117,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,6,2.0
118,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,6,2.3
119,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,6,2.5
120,hford,30,hexagonal,5,6,L2norm,noPCA,1500,0.05,0.01,6,1.2
121,hford,35,hexagonal,5,7,L2norm,noPCA,1500,0.05,0.01,6,1.4
122,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,6,1.6
123,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,6,1.8
125,hford,30,hexagonal,6,5,L2norm,noPCA,1500,0.05,0.01,6,0.8
126,hford,36,hexagonal,6,6,L2norm,noPCA,1500,0.05,0.01,6,1.0
127,hford,42,hexagonal,6,7,L2norm,noPCA,1500,0.05,0.01,6,1.2
128,hford,48,hexagonal,6,8,L2norm,noPCA,1500,0.05,0.01,6,1.3
