myRun,myDataSet,nodes,myTopo,rows,cols,normMeth,wghtMeth,niter,crsAlpha,finAlpha,nClusters,colRowRatio
53,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,6,1.6
54,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,6,1.8
55,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,4,2.0
56,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,4,2.3
57,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,4,2.5
58,hford,44,hexagonal,4,11,L2norm,noPCA,1500,0.05,0.01,4,2.8
59,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,4,1.6
60,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,4,1.8
61,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,5,2.0
62,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,5,2.3
63,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,5,2.5
64,hford,44,hexagonal,4,11,L2norm,noPCA,1500,0.05,0.01,5,2.8
65,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,5,1.6
66,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,5,1.8
67,hford,32,hexagonal,4,8,L2norm,noPCA,1500,0.05,0.01,6,2.0
68,hford,36,hexagonal,4,9,L2norm,noPCA,1500,0.05,0.01,6,2.3
69,hford,40,hexagonal,4,10,L2norm,noPCA,1500,0.05,0.01,6,2.5
70,hford,44,hexagonal,4,11,L2norm,noPCA,1500,0.05,0.01,6,2.8
71,hford,40,hexagonal,5,8,L2norm,noPCA,1500,0.05,0.01,6,1.6
72,hford,45,hexagonal,5,9,L2norm,noPCA,1500,0.05,0.01,6,1.8
