Run,DataSet,Nodes,Topol,rows,cols,normMeth,wghtMeth,niter,alphaCrs,alphaFin,Clusters,ColRowRat,Dist_mn,QE,npF,pVal_npF,blank
57,wade,64,hexagonal,8,8,L2norm,noPCA,1000,0.05,0.01,5,1,0.136728868525099,0.136729,38.376318,0.01,0
58,wade,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,6,1.4,0.189774968463398,0.189775,60.726594,0.01,0
59,wade,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,6,1.6,0.166134714909626,0.166135,55.845195,0.01,0
60,wade,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,6,1.8,0.17777398487621,0.177774,49.301305,0.01,0
61,wade,50,hexagonal,5,10,L2norm,noPCA,1000,0.05,0.01,6,2,0.155877993520711,0.155878,60.458271,0.01,0
62,wade,55,hexagonal,5,11,L2norm,noPCA,1000,0.05,0.01,6,2.2,0.173438130387783,0.173438,45.194349,0.01,0
63,wade,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,6,1,0.188799232370731,0.188799,50.857668,0.01,0
64,wade,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,6,1.2,0.192572345629913,0.192572,59.75748,0.01,0
65,wade,48,hexagonal,6,8,L2norm,noPCA,1000,0.05,0.01,6,1.3,0.154681557617357,0.154682,46.691202,0.01,0
66,wade,54,hexagonal,6,9,L2norm,noPCA,1000,0.05,0.01,6,1.5,0.150172129427973,0.150172,61.704862,0.01,0
67,wade,60,hexagonal,6,10,L2norm,noPCA,1000,0.05,0.01,6,1.7,0.139240426958321,0.13924,61.451437,0.01,0
68,wade,35,hexagonal,7,5,L2norm,noPCA,1000,0.05,0.01,6,0.7,0.175155095351463,0.175155,48.68472,0.01,0
69,wade,42,hexagonal,7,6,L2norm,noPCA,1000,0.05,0.01,6,0.9,0.169911169967248,0.169911,45.715325,0.01,0
70,wade,49,hexagonal,7,7,L2norm,noPCA,1000,0.05,0.01,6,1,0.168918463146123,0.168918,52.969936,0.01,0
71,wade,56,hexagonal,7,8,L2norm,noPCA,1000,0.05,0.01,6,1.1,0.137833100186162,0.137833,49.076803,0.01,0
72,wade,63,hexagonal,7,9,L2norm,noPCA,1000,0.05,0.01,6,1.3,0.128008502646971,0.128009,54.741672,0.01,0
73,wade,40,hexagonal,8,5,L2norm,noPCA,1000,0.05,0.01,6,0.6,0.170343420357345,0.170343,49.119751,0.01,0
74,wade,48,hexagonal,8,6,L2norm,noPCA,1000,0.05,0.01,6,0.8,0.149992119979168,0.149992,61.092586,0.01,0
75,wade,56,hexagonal,8,7,L2norm,noPCA,1000,0.05,0.01,6,0.9,0.146743350558059,0.146743,60.891104,0.01,0
76,wade,64,hexagonal,8,8,L2norm,noPCA,1000,0.05,0.01,6,1,0.121393079473786,0.121393,48.777458,0.01,0
