site,SOM,event_start,season,clust_wat_4cl,clust_wat_5cl,clust_wat_6cl,q_event_max,q_event_delta,q_event_dQRate_cmsPerHr,q_mm,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,API_4d,solarRad_4d,q_4d,SoilTemp_pre_wet_15cm,VWC_pre_wet_30cm,PET_mmHR,diff_airT_soilT,gw_1d_well1,gw_1d_well2,gw_1d_well3,gw_1d_well4a,gw_1d_well5,gw_1d_allWells,gw_4d_well1,gw_4d_well2,gw_4d_well3,gw_4d_well4a,gw_4d_well5,gw_4d_allWells
Wade,water,2019-05-05 12:30:00,spring,4,5,3,2.67683099267038,0.16485375895570975,0.019394559877142323,12.709703750334072,0,0,0,21.04133625,69.28559027777777,2.535775565222847,0.3097803491668055,0.6991257907962971,0.5229,1.4315277777777773,-0.18079687496354166,-0.074343770796875,0.013218696729166667,-0.06870839325,-0.16232292665625,0.8419479179503317,-0.15527473062109376,-0.06812501791536459,0.016683574613281252,-0.06321610502734375,-0.12440364186197916,0.8870775853281117
Wade,water,2019-05-07 07:15:00,spring,4,5,2,2.85916466457893,0.3090166392856051,0.04944266228569681,15.930574980023124,7.800000000000001,4.666666666666667,0.08,20.07179125,123.37413194444444,2.696050769104298,0.42619480385977554,0.66213956945647,0.0149,7.821684027777778,-0.19609366672395834,-0.08513541917708334,0.004432315802083333,-0.05904701155729167,-0.18126556921354167,0.8170444361297022,-0.1719218547890625,-0.07498828271354166,0.011443998352864583,-0.06502999390625,-0.14856510458203126,0.858308256038536
Wade,water,2019-05-09 11:45:00,spring,4,4,3,3.64343924489577,2.728518555647832,0.10012912130817732,38.22488465367369,30.6,17.75,0.27999999999999997,37.630475000000004,167.20572916666666,2.384612526046624,0.3029427269555791,0.6614576630230375,0.5419,-1.7696875000000007,-0.20009377331770833,-0.07876049241666666,0.03949996085416667,-0.05450010159375,-0.16606251578645834,0.8567282091944798,-0.188200895296875,-0.07951378106901041,0.023401437880208334,-0.05779099105078125,-0.1622792439375,0.8552613695379664
Wade,water,2019-05-13 15:45:00,spring,4,5,2,2.9393921073933154,1.7697588140973752,0.11417798800628227,26.516109285946666,19,15.25,0.08,43.4351875,99.88194444444444,2.309758263909047,0.3722811310111227,0.6658384698263635,0.0798,3.0565277777777773,-0.19922393667708332,-0.08333329170833334,0.037015604171875,-0.06674473838541667,-0.17127082586979167,0.8396860367737888,-0.17109372313281251,-0.07659110897526042,0.0420924591484375,-0.061963503993489585,-0.1371210791966146,0.8849280075253367
Wade,water,2019-05-16 17:15:00,spring,4,5,2,1.83647507517158,0.4627731395510699,0.08814726467639426,7.205999249406643,2.2,2.3333333333333335,0.04,17.89853625,105.64409722222223,2.205029528825299,0.3935587738007179,0.6774819649451532,0.0441,0.23555555555555685,-0.19560816052083332,-0.07788050890625,0.03679433878125,-0.05927336428645833,-0.1684232491875,0.853499265678815,-0.17828876366796875,-0.07544539888802083,0.04025455678515625,-0.06285480524088542,-0.14509672394921874,0.87903200373403
Wade,water,2019-05-19 08:00:00,spring,4,5,2,1.33743757283536,0.388512030651854,0.0971280076629635,1.8591157552132385,2.6,2.1666666666666665,0.2,4.85625,89.64583333333333,1.704273131237516,0.43016225527405194,0.635964354346819,0.0394,1.2481944444444455,-0.18732288582291667,-0.07308852502604167,0.030229200802083335,-0.05831251000520833,-0.19149998169791668,0.8507022538383382,-0.19038771658203124,-0.07475137181770833,0.032942094890625,-0.05784568253125,-0.18031544813541667,0.8614164298551731
Wade,water,2019-05-19 17:00:00,spring,3,3,1,3.5026148824049903,2.6369329599249762,0.25726175218780256,34.28196286679442,27.8,45.166666666666664,0.8400000000000001,32.517225,84.73350694444444,1.5704555554286328,0.44981164285813335,0.6315677434010897,0.0864,2.5785416666666663,-0.184739540859375,-0.07397912672395833,0.02850527578125,-0.059197880057291666,-0.18188535256770832,0.8518159772851894,-0.189404637421875,-0.07439980578255208,0.03163610301822917,-0.0573808404453125,-0.18062533459765626,0.8615167944453485
Wade,water,2019-06-29 17:00:00,summer,1,1,6,0.552087206731289,0.435632313521793,0.056210621099586196,1.045704405182844,11.6,9.583333333333334,0.72,15.65015875,172.2734375,0.17602434297677402,0.7999793479926168,0.46571328500465364,0.0408,4.995598958333332,-0.428145795875,-0.11835933753645833,-0.005921779286458333,-0.22182802843229166,-0.5310051725572916,0.46574204282786813,-0.32554641797135414,-0.10790385744140625,0.0034550708203125,-0.12186995772526042,-0.39993995646875,0.624574944382561
Wade,water,2019-06-30 09:30:00,summer,1,1,6,1.26764207769791,0.899986599373623,0.08371968366266261,4.1413006562348365,12.6,12.916666666666666,0.64,26.460191250000005,171.19791666666666,0.18907027987069486,0.8420125117121975,0.5393332948169037,0.0161,2.4390277777777776,-0.2976926683854167,-0.10292202153125,0.009510497427083334,-0.09500014484895833,-0.326521020703125,0.6919816421509669,-0.33113975948958335,-0.10824791163020833,0.0036874590143229167,-0.1253728108684896,-0.40411828813541667,0.6182964746639908
Wade,water,2019-07-06 11:45:00,summer,1,1,6,2.62295137264033,2.5039736746368364,0.6677263132364897,3.7868595338835527,17.4,7.333333333333333,1,19.11,148.37413194444446,0.12886032304697712,0.8787097662159867,0.33461937674067666,0.0647,8.19134114583333,-0.4789271024895833,-0.13031754429166667,-0.016750039947916667,-0.28123953838541665,-0.572265646625,0.3727404538004663,-0.4304687676966146,-0.12246350690755209,-0.006625010822916667,-0.22221879351692708,-0.5272044437278646,0.44433488726488857
Wade,water,2019-07-11 20:00:00,summer,1,1,6,0.464516231246802,0.38405830619952464,0.06982878294536811,2.283772003600371,20,19.083333333333332,1.3199999999999998,26.08,161.31076388888889,0.1159549357021878,0.8530135280356179,0.32986194182555423,5e-4,4.42238715277778,-0.5137288158020833,-0.14165636779166665,-0.036297917265625,-0.32859576208333335,-0.6014620199375,0.29170359891440345,-0.44885928708072914,-0.12735810798958333,-0.016478124532552083,-0.26696013136848956,-0.5483251339492188,0.3851322153619723
Wade,water,2019-07-28 15:30:00,summer,1,1,6,0.865681922480014,0.7633546637689159,0.16963436972642576,1.2133109133342899,28.2,15.166666666666666,0.8800000000000001,32.379999999999995,140.95920138888889,0.06302755489681182,0.8979407495779321,0.11720791420202079,0.0233,4.610954861111111,-0.574265590875,-0.17210939080729165,-0.21851568411458333,-0.30237500667708334,-0.6017915051197916,0.11999333060647306,-0.5642525829869791,-0.15976565601041667,-0.19135159705208332,-0.3204205929166667,-0.6218997046080729,0.10877454668138509
Wade,water,2019-07-31 14:30:00,summer,1,1,6,1.41077027797576,1.3337904488265628,0.38108298537901797,1.5288624726105724,2.6,3.75,0.27999999999999997,41.09459375,114.44704861111111,0.142897769216138,0.9963270328413747,0.5372902184245975,0.0298,2.750598958333331,-0.3879791858125,-0.12185944577604167,0.012083258411458334,-0.09023433836458333,-0.4763125474791667,0.5929981303919125,-0.33213142902604165,-0.12712630499739583,-0.048296927231770835,-0.14278907312239583,-0.387992086953125,0.5484348976178799
Wade,water,2019-08-07 18:45:00,summer,1,1,6,1.20122652920184,1.1225254090872196,0.10690718181783045,1.3826578933224967,21.2,13.25,0.32,31.187136250000002,141.15364583333334,0.08481245908136681,0.8841168142735922,0.2006155598288092,0.0061,3.809778645833333,-0.47997922161458334,-0.136859372484375,-0.01464061084375,-0.26207290834375,-0.5705207675677083,0.3789207992853916,-0.4969713589453125,-0.1413632762330729,-0.048459692024739584,-0.2614830966328125,-0.5800562637239584,0.3181566720888262
Wade,water,2019-08-08 08:45:00,summer,1,1,6,2.69998312635873,2.158329225298186,0.6641013000917495,3.7472718242651877,12.6,2.25,0.24,36.483,141.59895833333334,0.13385283249137156,0.9489699188860192,0.5768331445975926,0.0235,2.9774652777777746,-0.340015697453125,-0.118494764171875,7.552524583333333e-4,-0.195853924390625,-0.3630566330260417,0.5729355609857913,-0.46351173227213543,-0.13714191124739583,-0.0458424758046875,-0.2540507219153646,-0.5314426373333333,0.36020473047805873
Wade,water,2019-08-08 20:45:00,summer,1,1,6,2.51197723371467,2.0291919196410753,0.6243667445049462,3.6119729270725967,9.6,2.1666666666666665,1,45.047349999999994,121.26041666666667,0.30588003381403694,0.9693952521539027,0.6568037385933293,5e-4,2.0387847222222213,-0.157989624109375,-0.09639061334375,0.018682344963541667,-0.0808489316875,-0.137405680453125,0.8260924327766505,-0.42207682832291665,-0.1323189895859375,-0.04306383121875,-0.24174211838541668,-0.47752859294921873,0.41140029232545383
Wade,water,2019-08-10 05:15:00,summer,1,1,4,1.1798128563915,0.922981894674844,0.06836902923517363,4.100679275688927,12.4,32.583333333333336,0.48,55.4006575,110.74479166666667,0.5025161204760747,0.9337284220588247,0.6584210082244858,0.0014,-1.0002951388888892,-0.16316144168229166,-0.10027083999479167,0.021671897489583335,-0.07934891670833333,-0.19305738574479167,0.8042426965759706,-0.29838802061588543,-0.11604036416145834,-0.013454440817708333,-0.15958326568098957,-0.33071872813802083,0.609174834517046
Wade,water,2019-08-12 19:30:00,summer,1,1,6,0.473569353365291,0.332514104365785,0.051156016056274616,1.7790751399859717,8.4,6.916666666666667,0.44000000000000006,27.67424125,121.32638888888889,0.49540496196994993,0.860160004719309,0.5859558379133387,5e-4,2.8106944444444437,-0.283046830046875,-0.10960415086458333,0.013416718291666666,-0.08124995502083333,-0.371692694203125,0.6855884298628875,-0.1774439862734375,-0.09868229000781249,0.0215521210078125,-0.07929684690755208,-0.2156744487799479,0.7989689542702657
Wade,water,2019-08-17 03:15:00,summer,1,1,6,0.541653901060544,0.430096944114476,0.107524236028619,0.9753469788541309,9.4,14.833333333333334,0.8,13.323500000000001,109.03645833333333,0.16809207244514018,0.8720317758028782,0.3731572898861745,5e-4,2.575729166666667,-0.3993228883229167,-0.10729684336979167,0.0011927175104166667,-0.07954690330729167,-0.46383373051041665,0.6108442836536736,-0.3360487078424479,-0.10865573455078124,0.007219334975260417,-0.07781207439583333,-0.4293259198789062,0.6430931442568275
Wade,water,2019-08-28 14:45:00,summer,1,1,6,0.473569353365291,0.4160201450758466,0.031397746798177105,1.4086288272980025,19.6,9.916666666666666,0.27999999999999997,19.6,100.52864583333333,0.07668787159041918,0.8079494025668215,0.15229706541881657,0.0884,2.878967013888891,-0.5855259891927084,-0.152051984234375,-0.18235928589583333,-0.32410411171875,-0.62970301509375,0.1435849070974657,-0.5563815368502604,-0.13704817853515625,-0.09700130937890625,-0.32116406604427084,-0.6080937670807292,0.21478925725783274
Wade,water,2019-09-01 22:30:00,fall,1,1,6,1.24513559153163,1.1746988235466644,0.052208836602073976,5.568634305585921,30,31,0.12,34.081105,82.93489583333333,0.132304986070581,0.8281198265033534,0.3147357839317326,5e-4,-0.9194791666666653,-0.5336822983229167,-0.126843744171875,-0.09669791082291666,-0.319525997546875,-0.5960520541875,0.2682030160209727,-0.4115169068841146,-0.11480857313671874,-0.02863412124609375,-0.20999088375260416,-0.4807005064570313,0.470207042076912
Wade,water,2019-09-04 09:15:00,fall,3,1,6,1.93472332431987,1.745703956913312,0.36751662250806566,3.3675618874533115,11.2,11.833333333333334,0.24,37.68837499999999,71.98871527777777,0.30384726703293546,0.8110038621487108,0.5945384521322536,0.02,1.1954513888888894,-0.22584367255208332,-0.094468665078125,0.011838498375,-0.07328635843229167,-0.287057263390625,0.7561679034190978,-0.34746480523046874,-0.102782522109375,-0.025164093305989583,-0.17688927296614584,-0.36770832896484373,0.5749360764036117
Wade,water,2019-09-07 16:30:00,fall,3,1,6,2.14595345767519,2.0343965007291223,0.31298407703524955,8.465801521530905,20.2,12.75,0.36,29.339617499999996,83.95572916666667,0.33013204971393356,0.7725169345027002,0.4951859782338577,0.0104,-0.46009548611111306,-0.45094788919270834,-0.10918751579166666,8.280866822916666e-4,-0.07329164751041667,-0.500598948328125,0.5826104801035155,-0.29977858275911456,-0.09787887876953125,0.00954686230078125,-0.07042445875911459,-0.3572761276236979,0.7027527135908119
Wade,water,2019-09-11 04:00:00,fall,3,1,6,0.521331851190395,0.35791382465937904,0.027012364125236155,3.832081738158597,9.8,15,0.16,26.45879625,64.52170138888889,0.5754534494190479,0.7080236889057419,0.5915104677345395,5e-4,2.393203125000001,-0.34330208585416666,-0.09299481747916667,0.016671881645833334,-0.0621040584375,-0.45369269005208335,0.6738761202695847,-0.27816146832552086,-0.08825388854947917,0.023026050196614585,-0.06324216272786458,-0.31515355799869793,0.7530226307272391
Wade,water,2019-09-23 18:45:00,fall,1,1,6,0.333110122076018,0.245256232060528,0.028853674360062115,1.4213802157089441,12.8,31.333333333333332,0.24,13.180000000000001,56.68663194444444,0.09284860746608778,0.7096090032219454,0.14323764784818588,9e-4,8.609309895833334,-0.5651310919427084,-0.153260997765625,-0.18330442219791668,-0.32688210559375,-0.6317227681458334,0.14585038146078855,-0.5420075839427083,-0.13970177779166668,-0.12107284352734375,-0.32159613597265624,-0.6139590463697917,0.1967781295505813
Wade,water,2019-09-26 11:15:00,fall,3,1,4,0.64249047030176,0.507284002412556,0.061488969989400726,2.1768611861144995,9.6,12.333333333333334,0.12,21.874,36.450520833333336,0.15419561323414632,0.7479208931843802,0.5187655093060195,0.0176,0.10498263888888992,-0.2531302518177083,-0.10688542547916667,0.0256089273125,-0.083853428015625,-0.4125700849479167,0.6927307335966844,-0.3519942415143229,-0.12099427057421874,-0.0518297197109375,-0.16735007446354166,-0.4534978294127604,0.5066620732435698
Wade,water,2019-09-28 17:15:00,fall,3,1,4,1.51433381624241,1.360873241686106,0.1512081379651229,4.453969592848489,12.600000000000001,14.916666666666666,0.2,23.001787500000002,36.229166666666664,0.2335689979209456,0.7117248364120129,0.5374833626609816,9e-4,-0.3935069444444448,-0.26966243470833334,-0.109415903515625,0.027159929088541666,-0.08970654331770833,-0.42099105321875,0.6783647969014143,-0.22595821605989583,-0.10469624623697917,0.027494890608072916,-0.08581039101302083,-0.34019431586588544,0.7295054614080192
Wade,water,2019-10-01 16:15:00,fall,2,2,5,9.53391090783441,9.255532356256207,1.5425887260427011,32.25014630148669,79.2,10.166666666666666,1,94.4929575,40.73090277777778,0.40588682971438356,0.6321579610870367,0.5678007310452624,9e-4,-0.07464409722222065,-0.20993122323958333,-0.1048089905,0.019551098666666666,-0.09394509163020834,-0.31284321646875,0.7319401745442917,-0.2047198205065104,-0.10303412175911458,0.0277727333828125,-0.09038195494270833,-0.3043816819296875,0.7490464466043651
Wade,water,2019-10-04 00:15:00,fall,3,3,4,1.41077027797576,0.4443328635843461,0.059244381811246145,3.8399776381820883,3,6.166666666666667,0.04,75.14585,41.177083333333336,1.7983808870802926,0.5700768378109855,0.6753085912375016,4e-4,-5.4484375,-0.12080411296875,-0.09907484913541667,0.041618958223958336,-0.08404389269791666,-0.16017337515625,0.8421641827162921,-0.14393723036458334,-0.09822516365755209,0.0352121898984375,-0.08888612625130209,-0.2067890959908854,0.8183988665002765
Wade,water,2019-10-07 02:00:00,fall,3,3,4,3.17862395192458,2.883001310213329,0.23534704573170032,19.76387153967417,25.6,14.666666666666666,0.4,28.310682500000006,44.66753472222222,0.9102639360578719,0.4476486144390789,0.637306317333977,5e-4,0.8174479166666675,-0.12986554039583334,-0.1049994283125,0.03264004481770833,-0.08856661013541667,-0.20431216502083333,0.8076845798099006,-0.12406801663671875,-0.09965667891666667,0.03825740561067708,-0.08472450293229167,-0.179020932390625,0.8386785478786197
Wade,water,2019-10-16 21:45:00,fall,3,3,4,3.32673714643974,3.099352427874579,0.08609312299651609,41.010729044216006,44.4,49.416666666666664,0.27999999999999997,47.3241,64.109375,0.25332914935725037,0.5290897892070259,0.5950693579951314,4e-4,-2.2718315972222207,-0.12982123147916666,-0.08779887111458333,0.028360154177083333,-0.089419163859375,-0.3132686651197917,0.7898137196436318,-0.12817849879036458,-0.09281615123958334,0.027677911838541666,-0.08704421933854167,-0.3355889171119792,0.7826402571843553
Wade,water,2019-10-22 22:00:00,fall,4,5,2,2.66526861566679,2.2676245117174143,0.20156662326377017,11.251593334897374,11.600000000000001,7.916666666666667,0.08,11.762901250000002,55.81597222222222,1.3008998508678684,0.42379365431150856,0.6304266821408012,4e-4,2.6275347222222223,-0.13652037919791665,-0.089964217296875,0.03353384389583333,-0.09682639121875,-0.23884507436979166,0.808109343981933,-0.11856775760416667,-0.08263116301822916,0.03971712044921875,-0.0905533809765625,-0.20659781548697917,0.8507165392673457
Wade,water,2019-10-27 07:15:00,fall,3,3,4,3.31869609986766,2.897094126090841,0.4138705894415487,28.12120437026733,26.8,28.166666666666668,0.2,26.8,42.99565972222222,0.9815644712389566,0.4766628168530929,0.6282766666271159,0.0019,-4.578836805555555,-0.12640644784895833,-0.08710031757291667,0.039304336791666665,-0.08813328258854167,-0.24040557600520834,0.8245180344328017,-0.11667745320833334,-0.08937801797526042,0.036963574065104164,-0.09261755821484376,-0.21768727240104166,0.8351903323591495
Wade,water,2019-10-31 02:45:00,fall,4,5,2,1.59656934399302,0.877502390458872,0.18473734535976252,3.3109292400455796,4.4,3.6666666666666665,0.08,26.74502125,34.73871527777778,1.8247067516902435,0.4772917022001862,0.638812262616504,4e-4,3.654331597222221,-0.13682837219791666,-0.09122474536979167,0.0334242444375,-0.09806308436979166,-0.22993287347916666,0.8084587629156258,-0.11808911041927084,-0.0832157406640625,0.04069818922265625,-0.09097132540625,-0.1865615302578125,0.8574830238998065
Wade,water,2019-10-31 16:15:00,fall,2,2,5,9.16285235837223,7.87232829749331,0.8510625186479255,35.33120098329828,79.2,14.833333333333334,1.28,87.17142625,35.474826388888886,1.8091047165526493,0.5511915413023472,0.6284336666892408,9e-4,3.020416666666666,-0.130119638296875,-0.08980868699479166,0.03223992776041667,-0.09976802125520834,-0.20304062552604166,0.8194145233563245,-0.12099345099869792,-0.08572082657942709,0.038612603287760415,-0.09347518616536458,-0.18778034898307291,0.8493830932377552
